Date,Open,High,Low,Close,Adj Close,Volume,HH,LL,Volume_chg,Intra_ret,Return_1D,Return_3D,SMA_5D,SMA_13D,SMA_21D,SD_5D,SD_13D,SD_21D,EMA_5D,EMA_13D,EMA _21D,AutoCorr_1,AutoCorr_5,AutoCorr_13,GARCH,CCI,CCI_5D_mean,CCI_5D_std,CCI_13D_mean,CCI_13D_std,CCI_21D_mean,CCI_21D_std,MACD,MACD_signal,MACD_hist,RSI,RSI_5D_mean,RSI_5D_std,RSI_13D_mean,RSI_13D_std,RSI_21D_mean,RSI_21D_std,Will_R,ADX,TRIX,OBV,OBV_chg,PX_slope,PX_slope_chg,s_High,s_Low,s_Close,s_HH,s_LL
2014-08-11,131.5,133.399994,130.800003,132.300003,130.666443,17531627.0,,,,-0.006065242178827539,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,,0.0,,1.0144486235741443,0.9946768288973384,1.0060836730038023,,
2014-08-12,134.0,134.0,132.800003,133.300003,131.654083,14914879.0,,,-0.14925870827619137,0.005237550260622235,0.007558578815754169,,,,,,,,0.007558578815754169,0.007558578815754169,0.007558578815754169,,,,0.0,,,,,,,,0.07977207977208423,0.015954415954416847,0.06381766381766737,,,,,,,,,,0.11466644010862401,14914879.0,inf,0.0,0.0,1.0,0.9910447985074627,0.9947761417910448,,
2014-08-13,133.0,133.600006,130.199997,133.199997,131.555328,22748468.0,,,0.5252197486818364,-0.0015026073620122166,-0.0007502325412551691,,,,,,,,0.002573292001548566,0.0030846034696722178,0.0032063442954159437,,,,0.1833320216978823,,,,,,,,0.13338480233116456,0.039440493229766393,0.09394430910139817,,,,,,,,,,0.07993537108388311,-7833589.0,-1.5252197486818364,0.0,0.0,1.0045113233082708,0.9789473458646616,1.0015037368421051,,
2014-08-14,131.0,132.800003,129.199997,130.100006,128.49359099999998,43482192.0,,,0.9114338600735663,0.006893891564322432,-0.02327320622987694,-0.01676866215981769,,,,,,,-0.00966978610807404,-0.007084945154563283,-0.006473491395098979,,,,0.8356958412685729,,,,,,,,-0.07342371192976316,0.016867652197860482,-0.09029136412762365,,,,,,,,,,-0.003553895533121424,-51315781.0,5.550736961053229,0.0,0.0,1.0137404809160306,0.9862595190839695,0.9931298167938932,,
2014-08-15,130.800003,130.800003,129.100006,130.300003,128.691116,20450168.0,,,-0.5296886596701473,0.003829954804287421,0.0015372558860604624,-0.02276274253569869,,,,,,,-0.005014553279741248,-0.004408551528378718,-0.004176076046850064,,,,0.8991547026123297,,,,,,,,-0.21866226057375115,-0.030238330356461847,-0.18842393021728931,,,,,,,,,,-0.04684663016896233,-30865613.0,-0.3985161601652326,0.0,0.0,1.0,0.9870030813378499,0.996177370118256,,
2014-08-18,130.800003,131.0,127.400002,128.800003,127.209648,22042246.0,,,0.0778515853757289,0.01540862499669947,-0.011511895360432178,-0.03359089862158746,-0.005287899885949932,,,0.012190309217037213,,,-0.007508793604556249,-0.006297060944917347,-0.005935322096384973,,,,1.0726278019041553,,,,,,,,-0.44961938830820714,-0.11411454194681092,-0.3355048463613962,,,,,,,,,,-0.08178393744260483,-52907859.0,0.7141360192651933,0.0,0.0,1.0015290290169183,0.9740061091588813,0.9847094804730242,,
2014-08-19,130.0,130.800003,129.100006,129.800003,128.197311,17034664.0,,,-0.2271811139391149,0.0015396230731122436,0.00776397497444159,-0.0023086042543588943,-0.005246820654212447,,,0.012244647198362966,,,-0.0019279172666668146,-0.0029682280924295573,-0.0030758132661645636,,,,1.154691144906185,,,,,,,,-0.5456727574641604,-0.20042618505028081,-0.3452465724138796,,,,,,,,,,-0.09783723106533804,-35873195.0,-0.32196849999165533,0.0,0.0,1.0061538692307692,0.9930769692307693,0.9984615615384616,,
2014-08-20,130.800003,132.399994,130.199997,131.899994,130.271347,17210028.0,,,0.010294538242726636,-0.008374552275383104,0.016178666806348163,0.012204507079670496,-0.001861040784691781,,,0.015662377068075477,,,0.004482815996678458,0.001175598307793949,0.0005196195527169254,,,,1.4093909634452584,,,,,,,,-0.4471891035838951,-0.2497787687570037,-0.19741033482689138,,,,,,,,,,-0.09344622817909191,-18663167.0,-0.47974617259488594,0.0,0.0,1.0122323468142427,0.9954127982703486,1.0084097169324988,,
2014-08-21,131.899994,132.300003,129.5,130.699997,129.086166,17315697.0,,,0.006139966768212046,0.009139416557413294,-0.009097779034015652,0.014643760714669295,0.0009740446544804771,,,0.011564398232187866,,,-0.00022785193863129836,-0.0008954383762744352,-0.0011192202924789718,,,,1.4630876811015026,,,,,,,,-0.4606596299901753,-0.291954941003638,-0.1687046889865373,,,,,,,,,,-0.08757430381807478,-35978864.0,0.9278005710392025,0.0,0.0,1.0030326688263536,0.9818044419319686,0.9909022209659843,,
2014-08-22,132.0,132.0,129.800003,130.699997,129.086166,12537888.0,,,-0.27592357385325006,0.009897324909523032,0.0,0.006909770294377718,0.0006665934772683846,,,0.011566115930339559,,,-0.00014987287810446366,-0.0007249389965205034,-0.0009425457334526145,,,,1.433149631823425,,,,,,,,-0.4659637788271027,-0.32675670856833094,-0.13920707025877177,,,,,,,,,,-0.08134879557426082,-35978864.0,0.0,0.0,0.0,1.0,0.9833333560606061,0.9901514924242424,,
