Date,Open,High,Low,Close,Adj Close,Volume,HH,LL,Volume_chg,Intra_ret,Return_1D,Return_3D,SMA_5D,SMA_13D,SMA_21D,SD_5D,SD_13D,SD_21D,EMA_5D,EMA_13D,EMA _21D,AutoCorr_1,AutoCorr_5,AutoCorr_13,GARCH,CCI,CCI_5D_mean,CCI_5D_std,CCI_13D_mean,CCI_13D_std,CCI_21D_mean,CCI_21D_std,MACD,MACD_signal,MACD_hist,RSI,RSI_5D_mean,RSI_5D_std,RSI_13D_mean,RSI_13D_std,RSI_21D_mean,RSI_21D_std,Will_R,ADX,TRIX,OBV,OBV_chg,PX_slope,PX_slope_chg,s_High,s_Low,s_Close,s_HH,s_LL
2014-08-11,29.68,30.828699,29.555799,30.797701,24.80397,6888332,,,,-0.03696662603728956,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,0,,0.0,,1.038702796495957,0.9958153301886793,1.0376583894878706,,
2014-08-12,30.611401,30.8908,30.301001,30.4251,24.503887,3446881,,,-0.49960585523462,0.006104595627418311,-0.012098338119458929,,,,,,,,-0.012098338119458929,-0.012098338119458929,-0.012098338119458929,,,,0.0,,,,,,,,-0.029723156695158792,-0.005944631339031759,-0.023778525356127032,,,,,,,,,,-0.18353627013815188,-3446881,-inf,0.0,0.0,1.009127285614925,0.9898599871335519,0.9939139995585304,,
2014-08-13,30.6425,30.9529,30.549298999999998,30.8908,24.878951999999998,3215585,,,-0.0671029838279883,-0.008070470710931034,0.015306441063464016,,,,,,,,0.004344529390294837,0.0026580814405765024,0.0022565462144530897,,,,0.3361540609948295,,,,,,,,-0.01552194719199207,-0.00786009450962382,-0.007661852682368249,,,,,,,,,,-0.05263613013065585,-231296,-0.9328970161720117,0.0,0.0,1.0101297217916294,0.9969584400750592,1.0081031247450436,,
2014-08-14,31.046101,31.046101,30.611401,30.8908,24.878951999999998,3429108,,,0.06640253639695426,0.0050148238919777745,0.0,0.003018360607644921,,,,,,,0.002286594415944651,0.0016325224595666707,0.0014316456345472774,,,,0.41672094773343,,,,,,,,-0.004218755163101662,-0.007131826640319389,0.002913071477217727,,,,,,,,,,-0.0065553002032958645,-231296,0.0,0.0,0.0,1.0,0.9859982417759963,0.9949977293444996,,
2014-08-15,30.983999,31.046101,30.828699,30.9219,24.903999,2165603,,,-0.36846462695254856,0.0020062392060251613,0.0010067722428686032,0.01619674509276574,,,,,,,0.0017549759748207543,0.0014382850619852794,0.0013097954978689074,,,,0.48541921894349493,,,,,,,,0.007166010730337291,-0.004272259166188053,0.011438269896525344,,,,,,,,,,0.014630259698297511,1934307,-9.362907270337576,0.0,0.0,1.0020043248774957,0.9949877354437043,0.9979957719466748,,
2014-08-18,30.797701,30.9529,30.4562,30.5804,24.62896,1688454,,,-0.22033078084949087,0.007080763476366074,-0.011043952667850299,-0.010099124084010928,-0.0013658154961953216,,,0.011116565840138565,,,-0.0031583568216548624,-0.0018802680095832312,-0.0016528296334851228,,,,0.6477504127409538,,,,,,,,-0.011238130073728314,-0.0056654333476961055,-0.0055726967260322086,,,,,,,,,,0.011843410491729664,245853,-0.8728986660338819,0.0,0.0,1.0050393047195307,0.9889114775158054,0.9929442460656398,,
2014-08-19,30.5804,31.046101,30.4872,31.046101,25.00403,3474154,,,1.0575946990560596,-0.015113947975988692,0.015228741285267633,0.0050148238919777745,0.004099600384749991,,,0.011237777398894647,,,0.0035605376745589208,0.002170147090758471,0.0018709278892979752,,,,0.8793915795300626,,,,,,,,0.011620678470936951,-0.002208210983969494,0.013828889454906446,,,,,,,,,,0.018026285591483022,3720007,14.131021382696163,0.0,0.0,1.0152287412852676,0.9969522962420374,1.0152287412852676,,
2014-08-20,30.9529,32.2258,30.8908,31.698,25.52906,8243895,,,1.3729215803329384,-0.023786893153806794,0.020997773601264758,0.02478891667853082,0.005237866892310139,,,0.01283186746263498,,,0.009734284634524222,0.0062448765025109945,0.005442527253991368,,,,1.2549504811223353,,,,,,,,0.08140091105184766,0.014513613423193936,0.06688729762865372,,,,,,,,,,0.039709471476879234,11963902,2.216096636377297,0.0,0.0,1.04112377192444,0.9979937259513648,1.024072057868568,,
2014-08-21,31.698,32.101601,31.4807,31.791201,25.60412,4639931,,,-0.4371676252548098,-0.0029359659747039612,0.00294028014385761,0.03883027252483459,0.005825922921081661,,,0.012597042273235753,,,0.0073776648373651615,0.0055786943837098915,0.005016135207365515,,,,1.1976484996562033,,,,,,,,0.14257922534114442,0.04012673580678404,0.10245248953436038,,,,,,,,,,0.06404999154362832,16603833,0.3878275666250024,0.0,0.0,1.0127326960691527,0.9931446778976591,1.0029402801438576,,
2014-08-22,31.9774,32.101601,31.449699,31.4807,25.35405,2696501,,,-0.41884890098581207,0.01565474364519734,-0.009766884868552261,0.013901430806420468,0.003671191498797488,,,0.014417341989155001,,,0.0015101884083565447,0.0026567604865260844,0.002682561048157147,,,,1.2243559591334663,,,,,,,,0.16411680804254658,0.06492475025393654,0.09919205778861004,,,,,,,,,,0.08054803861346213,13907332,-0.16240231999442534,0.0,0.0,1.0038840243421918,0.9834976889928512,0.984467154928168,,
